"0,81",0,0,0,0,1,6,17,41,53,70,87,103,121,136,153,173,190,210,230,252,277,291,318,349,383
"0,82",0,0,0,0,1,5,20,42,56,75,88,103,122,136,155,174,190,211,231,252,277,291,320,350,383
"0,83",0,0,0,0,1,6,22,43,60,76,91,107,124,138,156,175,192,213,232,253,278,292,319,349,384
"0,84",0,0,0,0,3,11,23,42,62,78,92,108,124,140,157,176,194,212,232,253,277,293,321,349,383
"0,85",0,0,0,1,2,10,27,49,63,77,95,109,126,142,159,177,193,212,232,252,278,292,320,349,384
"0,86",0,0,0,1,2,17,33,48,67,83,98,112,125,143,159,176,193,213,232,254,277,294,320,350,383
"0,87",0,0,0,1,5,15,37,54,67,83,98,113,127,143,161,176,194,214,234,255,277,295,321,350,383
"0,88",0,0,0,1,5,19,40,56,69,84,99,113,129,144,160,178,196,214,232,255,277,295,320,350,383
"0,89",0,0,0,3,8,23,36,57,71,86,100,115,132,145,162,179,196,214,233,253,276,296,320,350,383
"0,9",0,0,1,2,9,26,41,59,72,87,101,117,133,147,162,180,197,214,233,256,277,295,320,350,383
"0,91",0,0,1,2,10,30,45,62,73,89,103,118,133,149,164,178,196,215,233,254,278,295,321,349,383
"0,92",0,0,1,6,10,25,46,64,78,89,105,117,135,149,163,182,198,215,235,254,277,296,322,350,382
"0,93",0,0,0,4,16,33,50,65,79,93,107,120,135,150,165,181,197,216,233,256,276,296,320,350,381
"0,94",0,1,1,6,19,36,50,65,78,95,108,121,136,150,165,182,197,217,234,254,276,295,322,349,382
"0,95",0,0,3,9,22,39,54,66,81,95,109,121,136,151,166,182,198,215,234,254,276,295,321,349,381
"0,96",0,1,2,9,24,42,55,69,82,96,110,124,137,151,167,183,198,216,233,254,276,295,322,349,381
"0,97",0,0,3,11,24,45,60,72,87,97,110,124,139,153,167,183,198,216,234,253,275,297,320,350,382
"0,98",0,1,3,13,29,45,60,71,86,99,110,125,138,155,168,185,198,215,235,254,276,295,321,349,381
"0,99",0,0,5,17,31,49,62,73,87,99,112,126,140,152,167,183,200,216,234,253,276,297,321,350,380
